trackid,trackname,artist,artistid,genres,main_genre,danceability,energy,loudness,speechness,acousticness,instrumentalness,liveness,valence,tempo
7sjFIZ1g5QLJLGja3k592K,44 bulldog,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.8,0.564,-5.817,0.4,0.0287,1.65e-06,0.112,0.318,139.989
4TgHt7vKCimpywaiKfl0uj,make it rain,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.54,0.77,-3.981,0.389,0.194,2.74e-05,0.372,0.565,159.494
4AEzAEnbm9uRgbmTdeI63K,middle child,pnb rock,21WS9wngs9AqFckK7yYJPM, melodicrap poprap rap trap ,pop,0.75,0.567,-6.4,0.48,0.137,0.0,0.109,0.398,151.895
7l9CE3wmEGOUYw1j4ETjnL,saturnz barz (feat. popcaan),gorillaz,3AA28KZvwAUcZuOKwyblJQ, alternativehiphop ,pop,0.383,0.621,-5.878,0.113,0.0272,0.0,0.427,0.213,80.051
10Nw4VJ7rHTVeOmRoWIRJp,sixteen,ellie goulding,0X2BH1fck6amBIoJhDVmmJ, dancepop edm electropop indietronica metropopolis pop popdance post-teenpop tropicalhouse ukpop ,pop,0.67,0.801,-5.445,0.135,0.268,0.0,0.0594,0.542,109.917
4YyUCUhxmMz2mWTv4hQLdT,lights - single version,ellie goulding,0X2BH1fck6amBIoJhDVmmJ, dancepop edm electropop indietronica metropopolis pop popdance post-teenpop tropicalhouse ukpop ,pop,0.681,0.802,-5.836,0.0347,0.0271,0.0496,0.127,0.791,120.053
7tS7pGdR92a19tlQA2TIIm,flux,ellie goulding,0X2BH1fck6amBIoJhDVmmJ, dancepop edm electropop indietronica metropopolis pop popdance post-teenpop tropicalhouse ukpop ,pop,0.509,0.415,-6.502,0.0272,0.856,0.0,0.14,0.393,93.576
6nIOQrGkpLstOcbW821Z7c,army,ellie goulding,0X2BH1fck6amBIoJhDVmmJ, dancepop edm electropop indietronica metropopolis pop popdance post-teenpop tropicalhouse ukpop ,pop,0.437,0.636,-7.39,0.0617,0.109,1.52e-05,0.153,0.229,174.109
7qavZ3Dajs3Hphvsg7j85N,lights - single version,ellie goulding,0X2BH1fck6amBIoJhDVmmJ, dancepop edm electropop indietronica metropopolis pop popdance post-teenpop tropicalhouse ukpop ,pop,0.681,0.802,-5.836,0.0347,0.0271,0.0496,0.127,0.791,120.053
0fj9oGrCKxVA4sXDxvbfiM,backseat (feat. pnb rock),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.704,0.542,-6.277,0.0326,0.577,0.0,0.118,0.371,89.982
1mo8r5EwAfNElDFOQNgcQ8,trolls wanna have good times (feat. icona pop),anna kendrick,6xfqnpe2HnLVUaYXs2F8YS, hollywood showtunes ,pop,0.696,0.632,-4.368,0.0448,0.00291,0.00152,0.383,0.415,119.421
1NXz6jRZBoFq1kNuXgt1Pe,principe de vento,anitta,7FNnA9vBm6EKceENgCGRMb, funkcarioca funkpop pagodebaiano popnacional ,pop,0.921,0.706,-5.545,0.121,0.0476,1.84e-06,0.081,0.867,130.547
4dFPHN0Yf3eG9SNU84y5a5,dreaming,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.687,0.691,-4.091,0.261,0.173,0.000428,0.504,0.821,71.576
2zmo93xTzKTP0lztR9iy9H,coffee,jack stauber's micropop,1yNIb413Bmfs2ZBVuPp9kC, indiepop ,pop,0.814,0.484,-10.962,0.299,0.931,5.35e-05,0.117,0.658,116.024
2IT0T0EqPaUxasjl2o8J2G,christopher walking,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.773,0.744,-5.108,0.244,0.0114,0.0,0.066,0.764,141.004
7AdTyfK7fnvUYbUCGpWqUf,foreigner (feat. a boogie wit da hoodie),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.527,0.554,-7.917,0.337,0.471,0.0,0.276,0.586,105.904
7cWh3ScxjhvasLI0CBRoZk,i like girls (feat. lil skies),pnb rock,21WS9wngs9AqFckK7yYJPM, melodicrap poprap rap trap ,pop,0.702,0.775,-3.462,0.248,0.324,0.0,0.114,0.784,178.199
6EeMWRDPBFpboU5DjA7Jrl,perc popper,shoreline mafia,4tYSBptyGeVyZsk8JC4JHZ, calirap trap undergroundhiphop vaportrap ,pop,0.936,0.339,-9.297,0.751,0.0825,0.0,0.211,0.273,105.165
3b5Fwu87CPnjJxQwiMYvKa,let me love you,dj snake,540vIaP2JwjQb9dm3aArA4, dancepop edm electrohouse electronictrap pop popdance ,pop,0.475,0.715,-5.371,0.058,0.0863,2.67e-05,0.135,0.159,199.892
7knEYd7b0UcbjgChHX7QBq,like me (with pnb rock),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.61,0.61,-5.981,0.406,0.399,0.0,0.203,0.555,120.47
3liiZRlJxa8GeLUgWMoIeu,"once upon a dream - from ""maleficent"" / pop version",lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,pop,0.289,0.274,-16.574,0.0353,0.659,0.0166,0.109,0.167,119.997
56MGqK22zA4oDXjBlDdiTI,closer,ne-yo,21E3waRsmPlU7jZsS13rcj, dancepop pop poprap r&b urbancontemporary ,pop,0.711,0.758,-6.382,0.0767,0.0306,3.17e-05,0.124,0.562,126.037
4kdKKsPHWsyNrvFsZrcg52,meet the woo,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.816,0.526,-8.241,0.29,0.022,7.05e-05,0.0881,0.383,142.987
6W9W8dSswA8KNegvl3W97V,think of you,chris young,4BYxqVkZyFjtik7crYLg5Q, contemporarycountry country countryroad moderncountryrock ,pop,0.616,0.893,-3.588,0.0375,0.000937,0.0,0.111,0.567,111.959
1DWgJE8wt9uZLVea2WIXoF,growing pains,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.354,0.753,-6.274,0.743,0.0836,0.0,0.314,0.455,191.139
5G9nFBFl0DcQqmXmA9wvgq,scars to your beautiful,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169
17s36CCgFjtdk4Cfq8dWAp,out of love,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.481,0.267,-9.25,0.0339,0.8,0.0,0.249,0.137,117.64
11CpRC5lDc6kplTm2wjyx2,the middle,zedd,2qxJFvFYMEDqd7ui6kSAcq, complextro dancepop edm electrohouse electropop germantechno pop popdance post-teenpop tropicalhouse ,pop,0.753,0.657,-3.061,0.045,0.173,0.0,0.112,0.435,107.013
1SKr6p6JR3y9FiHrD3qw5G,scars to your beautiful,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169
6983DRhzB1yRRNaRocT00U,wild things,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.741,0.626,-4.826,0.0886,0.02,0.0,0.0828,0.706,108.029
1dBrJW8d6aBnOmyTD4Boe7,scars to your beautiful,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.319,0.739,-5.74,0.272,0.0285,0.0,0.111,0.449,194.169
4mfFZtBs9lLrocf8AHtwIY,river of tears,alessia cara,2wUjUUtkb5lvLKcGKsKqsR, canadiancontemporaryr&b canadianpop dancepop electropop pop popdance post-teenpop ,pop,0.385,0.371,-5.718,0.0476,0.929,0.0,0.147,0.285,89.861
5ewXMXr7dMXESxP9yMn5Ii,hoy tengo ganas de ti,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.395,0.472,-6.5,0.0392,0.312,0.0,0.0687,0.188,123.223
5pvOpXefDNCfs7xc7HKBE8,contigo siempre,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.661,0.504,-8.508,0.0412,0.0425,0.0,0.0978,0.731,145.945
65vHYhe2AprpDBHBTpOBaE,burner on deck (feat. pop smoke & young adz),fredo,3rbtPd0NcvhO2AzMfzx90z, ukhiphop ,pop,0.784,0.514,-7.111,0.285,0.0957,0.0,0.207,0.269,135.111
6PnTgx9lyvLGIcPnroCvc2,dior - bonus,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.676,0.746,-7.837,0.344,0.0893,0.00157,0.412,0.675,142.035
2AsZ6gza2nksr8vSITvn19,lean on,major lazer,738wLrAtLtCtFOLvQBXOXp, dancepop edm electrohouse moombahton pop popdance poprap tropicalhouse ,pop,0.723,0.809,-3.081,0.0625,0.00346,0.00123,0.565,0.274,98.007
0bjgQ24UZGwKikldIyEOgf,yea yea,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.717,0.474,-8.383,0.403,0.0509,0.0,0.139,0.448,123.906
0bjgQ24UZGwKikldIyEOgf,yea yea,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.717,0.474,-8.383,0.403,0.0509,0.0,0.139,0.448,123.906
5RqVhN4M1Km2aQ5Nye12bX,es mejor,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.736,0.547,-4.086,0.0304,0.274,0.00125,0.0559,0.85,129.976
7rjyku54vp2oGIgYhJMiYy,mala fama,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.763,0.578,-3.894,0.0852,0.2,5.12e-06,0.0595,0.818,175.959
1Uu3U2Mlne13QQTv0y1jaj,agüita,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.631,0.955,-2.681,0.0348,0.00227,0.0406,0.413,0.824,122.984
5ECLdQwOYuXbfgpzrSMYiw,no puedo olvidarlo,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.282,0.859,-3.994,0.0709,0.0295,0.0,0.247,0.282,155.751
5I2w1BGBwxR2jRExi4Oi9S,ruleta,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.537,0.948,-3.306,0.101,0.00958,0.00065,0.261,0.553,125.121
6IParsannfwoLCcNSfxQPh,for the night (feat. lil baby & dababy),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.823,0.586,-6.606,0.2,0.114,0.0,0.193,0.347,125.971
7AN15jOombgNojiAQ5IUG0,ring pop,jax,7DQYAz99eM3Y5PkP9WtUew, ,pop,0.644,0.224,-11.981,0.0791,0.813,0.0,0.143,0.447,180.067
1dnsojUNfvhiztcITLzruj,wolves (with nav),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.836,0.627,-4.377,0.197,0.143,0.0,0.0657,0.652,142.99
03egRwnDxeAyZOAcfEt2Wv,sé que te duele,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.691,0.854,-4.77,0.0735,0.239,0.0,0.0969,0.779,94.96
2UdA8ufjrgOnsiJroJGULn,hoy tengo ganas de ti,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.395,0.472,-6.5,0.0392,0.312,0.0,0.0687,0.188,123.223
1hVJfoKOPYUvpJq7e7FaUb,red poppies,forest creatures,50OuRxz2ml8Q0yJKf8Nms6, ,pop,0.27,0.00397,-29.451,0.0347,0.995,0.931,0.0815,0.147,76.213
2T1GbU75iGVtOhNUbZuNqk,scenario,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.712,0.827,-4.342,0.325,0.0959,0.000977,0.283,0.555,143.093
5a9nXnHWesuTGqK4kzcl5u,al aire,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.459,0.89,-3.159,0.0582,0.00529,0.0,0.166,0.69,180.088
5a9nXnHWesuTGqK4kzcl5u,al aire,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.459,0.89,-3.159,0.0582,0.00529,0.0,0.166,0.69,180.088
5a9nXnHWesuTGqK4kzcl5u,al aire,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.459,0.89,-3.159,0.0582,0.00529,0.0,0.166,0.69,180.088
6J6KGXTca4pIUvpJqSRvZn,bajo la mesa,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.716,0.624,-5.398,0.0739,0.238,0.0,0.128,0.783,90.983
2prdDs7CNHQJTq5mTssiDh,el embrujo,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.713,0.64,-6.686,0.071,0.52,0.0,0.146,0.695,172.048
7D3EaCKdeXnDPdYpQEwn0H,royals,lorde,163tK9Wjr9P9DmM0AVK7lm, artpop dancepop electropop metropopolis nzpop pop popdance post-teenpop ,pop,0.665,0.476,-8.477,0.137,0.113,0.0,0.33,0.385,84.881
0RjqzGJ4lMEZqusQe9phqa,royals,lorde,163tK9Wjr9P9DmM0AVK7lm, artpop dancepop electropop metropopolis nzpop pop popdance post-teenpop ,pop,0.665,0.476,-8.477,0.137,0.113,0.0,0.33,0.385,84.881
6xF6fenQn0mOxbkqoIIZGs,team,lorde,163tK9Wjr9P9DmM0AVK7lm, artpop dancepop electropop metropopolis nzpop pop popdance post-teenpop ,pop,0.691,0.578,-7.436,0.106,0.167,0.0,0.305,0.412,99.984
7G5k3MceWcS92xrsmgxKrH,oye pablo,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.699,0.65,-4.281,0.171,0.0332,5.09e-06,0.299,0.52,179.84
6zNCYXP59ueqTl3h5PnSzY,agüita,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.631,0.955,-2.681,0.0348,0.00227,0.0406,0.413,0.824,122.984
25Wq1OwZyKLMjVNXIhzVlV,aim for the moon (feat. quavo),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.713,0.605,-7.487,0.107,0.497,3.46e-06,0.115,0.432,142.025
1VFasU37iTtQJEXREYt1CB,hoy tengo ganas de ti,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.395,0.472,-6.5,0.0392,0.312,0.0,0.0687,0.188,123.223
3vUDlSOLrNna8MJj624Yzg,sé que te duele,alejandro fernández,6sq1yF0OZEWA4xoXVKW1L9, latin latinarenapop latinpop mariachi mexicanpop ranchera regionalmexican ,pop,0.691,0.854,-4.77,0.0735,0.239,0.0,0.0969,0.779,94.96
2hYN1IVp5LGIsi5MpzcjVz,war (feat. lil tjay) - bonus,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.641,0.76,-4.442,0.179,0.195,0.0,0.0768,0.59,141.82
3US2r3B2F7ZtEXsQ4zrjVl,popular loner,rod wave,45TgXXqMDdF8BkjA83OM7z, floridarap ,pop,0.683,0.62,-9.029,0.188,0.0541,0.0,0.142,0.773,159.897
5HCg9C7eqGr4gycLyTFH75,pussy poppin (i don't really talk like this),rico nasty,2OaHYHb2XcFPvqL3VsyPzU, dancepop dmvrap escaperoom trapqueen ,pop,0.936,0.82,-2.554,0.325,0.163,0.0,0.0707,0.896,94.991
2LSYTMQfqOTSaPfMUrAboT,sadder badder cooler,tove lo,4NHQUGzhtTLFvgF5SZesLK, dancepop electropop metropopolis pop popdance poprap post-teenpop swedishelectropop swedishpop swedishsynthpop ,pop,0.688,0.385,-6.878,0.241,0.131,4.51e-05,0.0947,0.435,148.012
1FR8SBljC32GO4VEEzeBQS,cool girl,tove lo,4NHQUGzhtTLFvgF5SZesLK, dancepop electropop metropopolis pop popdance poprap post-teenpop swedishelectropop swedishpop swedishsynthpop ,pop,0.669,0.68,-7.081,0.0968,0.335,9.84e-06,0.0751,0.22,102.002
7mPdpoZiR2pqEVt3BwqRCn,talking body,tove lo,4NHQUGzhtTLFvgF5SZesLK, dancepop electropop metropopolis pop popdance poprap post-teenpop swedishelectropop swedishpop swedishsynthpop ,pop,0.723,0.806,-4.364,0.0342,0.0704,0.0,0.0817,0.0842,119.988
4u8VYucN4MXG1f4DI6aG8Q,cuando nadie ve,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.804,0.788,-4.586,0.0598,0.118,0.0,0.215,0.837,96.007
2HcokWTBGI5EjGeNVLgd8Q,higher love - single version,steve winwood,5gxynDEKwNDgxGJmJjZyte, albumrock artrock classicrock countryrock dancerock folk folkrock heartlandrock mellowgold newromantic newwavepop poprock rock softrock symphonicrock ,pop,0.701,0.89,-6.604,0.0439,0.0512,0.0807,0.493,0.912,98.765
6rwIByTH5ahUzMDsQXHAPt,amor con hielo,morat,5C4PDR4LnhZTbVnKWXuDKD, colombianpop latin latinpop ,pop,0.65,0.803,-5.275,0.04,0.11,0.0,0.151,0.571,135.961
4C5uIXWbDSD3mr3DE9pAmI,oye pablo,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.699,0.65,-4.281,0.171,0.0332,5.09e-06,0.299,0.52,179.84
2XZLxqJoB2xbS9lfCRf3h8,agüita,danna paola,5xSx2FM8mQnrfgM1QsHniB, latin latinpop latinviralpop mexicanpop pop ,pop,0.631,0.955,-2.681,0.0348,0.00227,0.0406,0.413,0.824,122.984
5IaTvhgHfvrBVOBDJzqE0f,sucker,jonas brothers,7gOdHgIoIKoe4i9Tta6qdD, boyband dancepop pop popdance poprock post-teenpop ,pop,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958
7DfBvSiQ43x3z2Be2ZD29J,lovebug,jonas brothers,7gOdHgIoIKoe4i9Tta6qdD, boyband dancepop pop popdance poprock post-teenpop ,pop,0.597,0.5,-6.216,0.0579,0.127,0.0,0.214,0.522,79.071
2qifuKDSMa3IpVc8rixjOd,sucker,jonas brothers,7gOdHgIoIKoe4i9Tta6qdD, boyband dancepop pop popdance poprock post-teenpop ,pop,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958
71d7LaAgPcNcUopu3OzmP7,make it rain (feat. rowdy rebel),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.5,0.767,-4.105,0.403,0.162,9.79e-05,0.385,0.58,159.477
2ZRdQMMKtmPLdYp9aP5cK5,hawk em,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.683,0.607,-5.523,0.221,0.262,1.39e-05,0.354,0.506,141.99
0mjNzAhOHPrMQrsHYBvrcZ,aqui estoy yo,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.429,0.551,-6.33,0.0313,0.347,0.0,0.292,0.385,149.759
3BOsiRVjoI6zkOaWokT1rm,no me doy por vencido,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.273,0.721,-3.992,0.0608,0.42,0.0,0.393,0.405,173.222
1mousF5iY6aIynGQ1xmfuS,que quieres de mi,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.475,0.477,-7.264,0.0287,0.425,0.0,0.135,0.212,134.774
5cvzqk8wsmLA9P7LrZCRb2,"supercalifragilisticexpialidocious - from ""mary poppins""/soundtrack version",julie andrews,5RdqZVi36tpDPYNPw8jJbO, adultstandards hollywood movietunes showtunes ,pop,0.516,0.718,-11.213,0.42,0.574,0.0,0.162,0.901,156.995
2C10p0VZJHYj07oBALeUE3,"once upon a dream - from ""maleficent"" / pop version",lana del rey,00FQb4jTyendYWaN8pK0wa, artpop dancepop pop ,pop,0.25,0.325,-14.572,0.0371,0.674,0.00867,0.104,0.165,119.75
3DkSirQyz93TaxZ0f0DloI,my ex,pnb rock,21WS9wngs9AqFckK7yYJPM, melodicrap poprap rap trap ,pop,0.411,0.523,-7.063,0.259,0.754,0.0,0.137,0.532,81.793
6uryhDRzRZQLOYju9DT2uQ,show out (with skepta & pop smoke),kid cudi,0fA0VVWsXO9YnASrzqfmYu, hiphop ohiohiphop rap ,pop,0.639,0.597,-6.525,0.125,0.425,0.000247,0.425,0.146,143.997
4wVuGccjXDNf9sWWVajkpk,100k on a coupe (feat. calboy),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.669,0.684,-3.544,0.0696,0.516,0.0,0.214,0.41,146.908
0OPcFAAo9LMO9xvu1L7JGD,perc popper,shoreline mafia,4tYSBptyGeVyZsk8JC4JHZ, calirap trap undergroundhiphop vaportrap ,pop,0.936,0.339,-9.297,0.751,0.0825,0.0,0.211,0.273,105.165
0uEobrKGvMQNSylSZpeWp3,sue me,sabrina carpenter,74KM79TiuVKeVCqs8QtB0B, dancepop electropop pop popdance post-teenpop ,pop,0.463,0.809,-5.415,0.326,0.0422,5.3e-05,0.138,0.608,157.179
1NkHDIbGjHqFjZJrdHjQGZ,breathe again,pop evil,1pRaG81GsVtaTBuVSpldt2, alternativemetal numetal post-grunge raprock ,pop,0.569,0.891,-4.527,0.0671,2.42e-05,3.32e-05,0.32,0.646,116.985
6zQmwFAuGdprnrhYLlwdFY,despacito - remix,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.688,0.812,-4.355,0.135,0.243,0.0,0.0742,0.834,89.01
6zAXl7WqhGuOuTDkPDKQ7P,double g (feat. pop smoke),french montana,6vXTefBL93Dj5IqAWq6OTv, hiphop poprap rap southernhiphop trap ,pop,0.757,0.633,-6.102,0.339,0.116,0.0,0.204,0.396,143.186
2JRbJG7R7FQyjos58rBMxA,popular loner,rod wave,45TgXXqMDdF8BkjA83OM7z, floridarap ,pop,0.683,0.62,-9.029,0.188,0.0541,0.0,0.142,0.773,159.897
0DcxLrvPPkOQtytolEC5ZI,"stay awake - from ""mary poppins""/soundtrack version",julie andrews,5RdqZVi36tpDPYNPw8jJbO, adultstandards hollywood movietunes showtunes ,pop,0.321,0.0331,-30.093,0.047,0.872,2.65e-06,0.109,0.182,90.758
2cnbahvrTN3SahN5W8Mr4h,llegaste tú,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.759,0.527,-6.739,0.0438,0.749,0.0,0.157,0.482,119.936
5ByvPGtxiZ0HpzFglRWiAD,no me doy por vencido,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.273,0.721,-3.992,0.0608,0.42,0.0,0.393,0.405,173.222
315qsX4fRWGGTSi0Ihw8fa,corazón en la maleta,luis fonsi,4V8Sr092TqfHkfAA5fXXqG, latin latinpop puertoricanpop tropical ,pop,0.643,0.634,-5.15,0.0489,0.0291,0.0,0.102,0.899,165.979
3eV2WT9YhfzkxbufnBF8wK,creature (feat. swae lee),pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.794,0.717,-5.73,0.251,0.0511,0.0,0.195,0.372,141.881
15BQ7vEDv2LJuh8TxWIhtd,the passenger,iggy pop,33EUXrFKGjpUSGacqEHhU4, alternativerock artrock classicrock dancerock glamrock newwave permanentwave post-punk protopunk punk rock ,pop,0.498,0.889,-5.413,0.0546,0.0947,1.62e-06,0.733,0.696,134.88
5JYsU2yRoQ6utiLW7Owvjc,mood swings (feat. lil tjay & summer walker) - remix,pop smoke,0eDvMgVFoNV3TpwtrVCoTj, brooklyndrill ,pop,0.495,0.63,-6.261,0.375,0.327,0.0,0.0951,0.362,90.1
3JJR83zKApnSWpnVsH9pZb,dame una oportunidad (balada pop) - radio edit,up4,7qO1va5q8EUQvmMiNy3xb7, ,pop,0.605,0.488,-8.447,0.0281,0.769,0.0,0.121,0.386,79.967
5fSZXFOZfPVW9gvnnG4ZVW,punk monk,playboi carti,699OTQXzgjhIYAHMy9RyPD, atlhiphop hiphop rap trap ,punk,0.699,0.408,-7.916,0.352,0.0145,0.00155,0.123,0.139,76.444
6MHwbVY6LkFvmEnUla0Hzj,toxic punk,youngboy never broke again,7wlFDEWiM5OoIAt8RSli8b, batonrougerap trap ,punk,0.633,0.534,-8.605,0.229,0.0524,0.0,0.189,0.29,155.111
2dNSKF7xhDoC1ijXfPTSVd,punk!,bvdlvd,1BhfikyrtSTch1r9upYGlS, darktrap screamrap ,punk,0.658,0.952,-3.129,0.515,0.0597,0.0,0.136,0.856,140.144
7MXVkk9YMctZqd1Srtv4MB,starboy,the weeknd,1Xyo4u8uXC1ZmMpatF05PJ, canadiancontemporaryr&b canadianpop pop ,punk,0.679,0.587,-7.015,0.276,0.141,6.35e-06,0.137,0.486,186.003
6zGNMMBEpcpvmq7WpEBabk,punkb*tch,3oh!3,0FWzNDaEu9jdgcYTbcOa4F, dancepop electropowerpop modernrock pop poppunk poprap post-teenpop ,punk,0.6,0.85,-3.434,0.13,0.0271,0.0,0.159,0.525,146.025
0DiWol3AO6WpXZgp0goxAV,one more time,daft punk,4tZwfgrHOc3mvqYlEYSvVi, electro filterhouse ,punk,0.611,0.697,-8.618,0.133,0.0193,0.0,0.332,0.476,122.752
1l04CzFskMiq7c30lZvr7i,punk rock girl,the dead milkmen,2fhngmJMaaKcdhXHCa4cPK, alternativerock cowpunk hardcorepunk phillyindie punk ,punk,0.557,0.699,-11.625,0.0453,0.00793,0.0,0.536,0.887,129.492
3AydAydLzyyZutA0375XIz,a-punk,vampire weekend,5BvJzeQpmsdsFp4HGUYUEx, baroquepop indiepop indierock modernrock rock ,punk,0.551,0.819,-4.489,0.0525,0.0103,0.0437,0.153,0.846,174.917
1WgOedf4pKmgepml1CMW6o,punky reggae party,bob marley & the wailers,2QsynagSdAqZj3U9HgDzjD, reggae rootsreggae ,punk,0.812,0.638,-8.116,0.0613,0.0219,0.161,0.0856,0.905,135.165
5W3cjX2J3tjhG8zb6u0qHn,"harder, better, faster, stronger",daft punk,4tZwfgrHOc3mvqYlEYSvVi, electro filterhouse ,punk,0.817,0.716,-8.898,0.144,0.0427,0.00263,0.358,0.692,123.475
07oVZP9Er2Fz8S59ePWLyK,punk rock princess,something corporate,71h7GTahhKcSkQ1ayhTvOD, dreamo emo neonpoppunk pianorock popemo poppunk poprock ,punk,0.522,0.881,-5.231,0.0847,0.00303,0.000147,0.0939,0.369,130.084
3dhjNA0jGA8vHBQ1VdD6vV,i feel it coming,the weeknd,1Xyo4u8uXC1ZmMpatF05PJ, canadiancontemporaryr&b canadianpop pop ,punk,0.773,0.819,-5.946,0.118,0.428,0.0,0.0679,0.585,92.987
1AHGrKFv3nSCH9K7yg8gOz,punk rock 101,bowling for soup,5ND0mGcL9SKSjWIjPd0xIb, comic poppunk texaspoppunk ,punk,0.63,0.936,-4.576,0.084,0.00128,0.0,0.0823,0.733,117.962
